well,psd,current_pack,purchase_or_rent,vendor,pump_type,stg,hp,volt,amp,boi_or_gs,agh_or_pg,shroud,protector,sensor,job_type,brg,start_date,dhp_date,declare_date,failure_mode,trl,afe,esp_unit_price,total_esp_price,purchase_price,pulling_date,penetrator,cable,pump,intake,gas_handler,protector,motor,pothead,sensor,pump_head,pump_base,pump_housing,pump_shaft,pump_stages,intake_head,intake_base,intake_shaft,intake_housing,intake_screen,protector_head,protector_base,protector_shaft,protector_housing,protector_seal_chamber,motor_head,motor_base,motor_shaft,motor_housing,motor_reading,pothead,mle,rc,packer,penetrator,tubing,other_pulling_findings,failure_cause,well_review,status,pooh_finding,pump_specification,run,rl_weight,rl_code,daily_charge,area,failure_item,detailed_failure_descriptor,specific_failure_cause,reservoir_fluids,note,lastdhp,lastdhp2,lastdhp3,run1,run2,run3,arl3last,pulling_finding,type_of_work,pulled_out
CD-03,3587.0,B,,Powerlift,Q20,188.0,113.0,1110.0,58.0,Intake,,,BNTBA54,PHX XT150 T0,PR,225,2013-10-29,2015-09-16,2015-09-16,,417.0,13-IA-00356,44720.46,100235.21,100235.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q20 188stg 113HP INTAKE  ,687.0,4.0,GREEN,240.3722062,S,,,,,,2015-09-16,2012-09-28,2009-08-10,687.0,1133.0,741.0,853.6666667,"All Tbg Visually Check in good cond (Last installed sine Oct 2003) . Found Parted at flange of Pump UT, Recover 11.46 ft Pump UT and 70ft F.C",Pump Repair,pulled
CD-03,3583.0,B,,Powerlift,QN55,106.0,209.0,2058.0,58.0,Intake,,,BNTBA54,PHX XT150 T0,PR,222,2016-03-31,2017-03-10,2017-03-10,DHP TL,438.0,16-IA-00097,42879.63,75337.38,75337.38,,,,,,,,,,,,,Pump Housing Leaking,,,,,,,,,,,,,,,,,,,,,,,,Tubing leak,Improper material selection,,DHP,--Pump Housing Leaking------------------------Tubing leak,QN55 106stg 209HP INTAKE  ,344.0,2.0,ORANGE,172.0031507,S,,,,,,2017-03-10,2015-09-16,2012-09-28,344.0,687.0,1133.0,721.3333333,Found Pump UT and Pump LT Leaking,Pump Repair,pulled
CD-03,3590.0,B,,Powerlift,QJ20,154.0,113.0,1110.0,58.0,Intake,,,BNTBA54,PHX XT150 T0,PR,222,2017-06-09,2017-09-19,2017-09-25,DHP TL,438.0,17-IA-00200,42879.63,93437.13,93437.13,,,,,,,X,,,,Pump Head Broken,,,,,,,,,,,,,,Protector Chamber Collapsed,,,,,,,,,,,,,Manufacturing Problem,,DHP,Pump Head Broken--------------Protector Chamber Collapsed------------,QJ20 154stg 113HP INTAKE  ,102.0,2.0,ORANGE,213.3267808,S,,,,,,2017-09-19,2017-03-10,2015-09-16,102.0,344.0,687.0,377.6666667,"Found Pump UT S/R Free, Housing Blisered Paint, head Pump Broken. Pump LT S/R Free, Housing Blisered Paint. Protector UT  S/R  Free,All  Chamber Water Inside ,and  Housing Blisered Paint. Protector LT S/R Free,Upper Chamber Water Inside ,Lower Chamber Clean Oil and  Housing Blisered Paint. Motor S/R Free, Clean Oil Inside, Housing Blisered Paint. FM: Head Pump Broken  ",Pump Repair,pulled
CD-03,3597.0,B,,Powerlift,Q20,165.0,113.0,1280.0,51.0,Intake,,,BNTBA54,PHX XT150 T0,PR,BCK,2017-10-22,2019-01-20,2019-01-21,EDHP,438.0,17-IA-00306,38257.44,93914.69,93914.69,2019-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLE Burn Out,,,,,Flat Cable Burnt Out ,,,DHP,---------------------MLE Burn out-----Flat Cable Burnt Out ,Q20 165stg 113HP INTAKE  ,455.0,3.0,YELLOW,214.4171005,S,MLE,Burn,Reservoir Fluids,Sand,"DIFA Finding:
1. 'Pump UT: Shaft rotation turns free, shaft radial wear, found hole on housing, all shaft support bearing were worn, DT and UT washer severe wear, stages were eroded and had hole on the diffuser's body, plugged with sand & scale
'Pump LT: Shaft rotation turns rough, shaft radial wear, all shaft support bearing were worn, DT and UT washer severe wear, stages were eroded and had hole on the diffuser's body, plugged with sand & scale
2. Intake: Shaft rotation turns free, base bushing was eroded and worn, shaft sleeve was worn at bottom
3. 'Protector UT: Shaft rotation turns free, oil condition all clear at all bag and thrust chamber
Protector LT: Shaft rotation turns free, oil condition all clear at top bag and thrust chamber, housing has vibration marks
4. 'Motor ST: Shaft rotation turns free, shaft worn at top section, stator P-P reading result good, P-G reading result good, oil condition all clear and free of water, head bushing was uniform radial wear, rotors bearing assembly worn
5. Sensor: Overall in good condition
6. Cable: Overall in good condition
MLE: Insulation burnt
",2019-01-20,2017-09-19,2017-03-10,455.0,102.0,344.0,300.3333333,Found FM: Flat Cable Burnt Out ,Pump Repair,pulled
CD-03,3595.0,B,,Powerlift,QJ20,176.0,129.0,1440.0,51.0,Intake,,,BNTBA54,PHX XT150 T0,PR,PB,2019-03-04,2020-07-15,2020-07-21,DHP TL,460.0,,43878.69,99507.44,99507.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,QJ20 176stg 129HP INTAKE  ,499.0,4.0,GREEN,216.3205217,S,Pump,Leaking,Reservoir Fluids,Sand,"1. Pump:  LT Pump housing leaking at 4,3ft from base. UT Pump housing leaking at 1,8ft from head and 2ft from base. All diffusers of pump were leak. Housing Vibration Marks
2. Intake: bushing support worn
3. Protector:good condition
4. Motor: good condition",2020-07-15,2019-01-20,2017-09-19,499.0,455.0,102.0,352.0,Found FM: Pump UT and LT housing was leaking,Pump Repair,pulled
CD-03,3583.0,F,Rent,Baker,FLEX17.5,268.0,165.0,2585.0,41.0,Intake,GP,,FSB3DB,ZEN E7,PR,222,2020-11-17,2020-12-13,2020-12-31,MDHP,694.0,OS20D43145F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High chance of reservoir blockage due to unrecovered fish in completion,DHP,--------------------------,FLEX17.5 268stg 165HP INTAKE GP ,26.0,1.0,RED,177.0,S,Pump,Broken,Reservoir Fluids,Mixed,"1. Pump UT:Rotation stuck, only able to pull 6 stages due to the rest of stages stuck inside housing. Grooved shaft at bushing area. Melted plastic (non magnetic) like debris inside stages.
     Pump LT: Rotation stuck, Broken shaft at lower spline area, Impellers hard to rotate inside stages due do some sands found in between
    GINPSHL: Rotation  stuck, Head bushing broken, base bushing one-sided wear, Shaft worn at sleeve area and almost parted at upper area, Grooved shaft at bushing area
2. Protector: Protector has failed, Water inside all chambers, Thrust bearing heavily worn
3. Motor:  P-G= 123 Mohm (low meg), water inside mtor, join leak test passed, TB heavily worn.
4. cable: P-G= 9.7 Gohm, armor in good condition.
5. Sensor: Function test good, Ct=9.8 mA",2020-12-13,2020-07-15,2019-01-20,26.0,499.0,455.0,326.6666667,Found FM: Pump LT Broken Shaft,Pump Inspection,
,3702.0,E,Purchase,Reda,RC2500,266.0,180.0,2262.0,52.0,VGSA,,,,PHX XT175,DRILLING,Emerald Jack Up,2025-04-03,,,,365.0,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,--------------------------,RC2500 266stg 180HP VGSA  ,42.10423329,1.0,RED,,S,,,,,,,,,,,,,,,
CD-05S,,OLD,,Other,TD1750,175.0,80.0,915.0,54.0,BOI,,,BNTBA54,PHX XT150 T0,,,2001-02-15,2005-05-19,2005-05-19,EDHP,1160.0,Blank 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,TD1750 175stg 80HP BOI  ,1554.0,4.0,GREEN,,S,,,,,,2005-05-19,,,1554.0,,,1554.0,,,pulled
CD-05S,4200.0,OLD,,Reda,DN1750,187.0,80.0,2241.0,22.0,BOI,,,BNTBA54,PHX XT150 T0,,,2005-10-16,2010-05-13,2010-05-13,EDHP,1009.0,05-IA-0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,DN1750 187stg 80HP BOI  ,1670.0,4.0,GREEN,0.0,S,,,,,,2010-05-13,2005-05-19,,1670.0,1554.0,,1612.0,,,pulled
CD-05S,4200.0,OLD,,Reda,DN1750,190.0,80.0,2451.0,20.5,VGSA,,,BNTBA54,PHX XT150 T0,,,2010-06-24,2011-11-23,2015-11-29,EDHP,1106.0,Blank 1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,DN1750 190stg 80HP vgsa  ,517.0,4.0,GREEN,0.0,S,,,,,,2011-11-23,2010-05-13,2005-05-19,517.0,1670.0,1554.0,1247.0,"The pump was pulled out due to  tripped off : O/L, CUB, Stall , Cable reading @ SO X'mer : P1 - P2 = 4 Ohm, P1 - P3 = 2 Ohm, P2 - P3 = 4 Ohm, & Ph - Grd = 3 / 5 / 3. Ohm.   Cable reading @ J-box :  P1 - P2 = 3 Ohm, P1 - P3 = 4 Ohm, P2 - P3 = 4 Ohm, & Ph - Grd = 2/ 2 / 4 Ohm.  Confirmed E-DHP by Reda Reps. A similiar size of Reda pump was installed.",Pump Repair ,pulled
CD-05S,4300.0,OLD,,Reda,DN1750,194.0,80.0,1294.0,38.9,VGSA,,,BNTBA54,PHX XT150 T0,,223,2012-03-26,2013-10-18,2013-10-18,EDHP,1009.0,12-IA-00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC Low Reading,,,Tubing Bad Thread Connector,"RC at packer grounded, 1 jts tubing thread damaged",,,DHP,"----------------------RC low reading---Tubing Bad Thread Connector-RC at packer grounded, 1 jts tubing thread damaged",DN1750 194stg 80HP VGSA  ,571.0,4.0,GREEN,0.0,S,,,,,,2013-10-18,2011-11-23,2010-05-13,571.0,517.0,1670.0,919.3333333,"The pump was pulled out Tripped with blank indication at switchboard. Found 4R fuse broken. Low Reading Cable (checked from junction box, no pig tail installation): P-P: 1.7 · (bal), P-G: 272, 276, 268 ·.Confirmed EDHP, RL: 570 days, Found Round Cable Was Grounded Inside Packer . First Installation of Powerlift  pump was installed.",Pump Repair,pulled
CD-05S,4303.0,B,,Powerlift,Q10,182.0,80.0,1213.0,43.0,Intake,,,BNTBA54,PHX XT150 T0,PR,225,2013-11-09,2015-08-20,2015-08-20,,1192.0,13-IA-00369,40395.26,106113.01,106113.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q10 182stg 80HP INTAKE  ,649.0,4.0,GREEN,89.02098154,S,,,,,,2015-08-20,2013-10-18,2011-11-23,649.0,571.0,517.0,579.0,,,pulled
CD-05S,4287.0,B,,Powerlift,Q20,158.0,100.0,1140.0,56.0,Intake,PGP,,BNTBA54,PHX XT150 T0,PR,222,2015-10-20,2017-05-17,2017-05-24,MDHP,1192.0,15-IA-00335,43012.22,115763.94,115763.94,,,,,,,,,,,,,,,,,,Intake Shaft Broken,,,,,,,,,,,,,,,,,,,PGP shaft broken,Need Further Tear Down ,,DHP,-------Intake Shaft Broken-------------------PGP shaft broken,Q20 158stg 100HP INTAKE PGP ,575.0,4.0,GREEN,97.11739933,S,,,,,,2017-05-17,2015-08-20,2013-10-18,575.0,649.0,571.0,598.3333333,,,pulled
CD-05S,4299.0,B,,Powerlift,Q10,182.0,80.0,1213.0,43.0,Gas Separator,,,BNTBA54,PHX XT150 T0,PR,222,2017-06-14,2020-07-25,2020-07-25,EDHP,1192.0,17-IA-00199,39918.26,100579.01,100579.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q10 182stg 80HP GS  ,1137.0,4.0,GREEN,84.37836409,S,,,,,,2020-07-25,2017-05-17,2015-08-20,1137.0,575.0,649.0,787.0,,,
CD-06,,OLD,,Reda,DN475,158.0,40.0,,,,,,BNTBA54,PHX XT150 T0,,,2001-05-27,2009-08-07,2009-08-07,,1146.0,Blank 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,DN475 158stg 40HP   ,2994.0,4.0,GREEN,,S,,,,,,2009-08-07,,,2994.0,,,2994.0,,,pulled
CD-06,4750.0,OLD,,Reda,DN1750,221.0,100.0,2444.0,25.8,BOI,,Shroud,BNTBA54,PHX XT150 T0,,222,2009-10-25,2010-06-26,2010-06-26,,792.0,09-0656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,DN1750 221stg 100HP BOI  SHROUD,244.0,2.0,ORANGE,0.0,S,,,,,,2010-06-26,2009-08-07,,244.0,2994.0,,1619.0,The well was manually shut off to upsizing pump. No found failure on pump. The pump was upsized due to increasing oil rate. ,Pump Repair,pulled
CD-06,5000.0,OLD,,Reda,SN3600,112.0,250.0,2700.0,56.0,VGSA,,,BNTBA54,PHX XT150 T0,,,2010-06-27,2011-05-16,2011-05-16,,792.0,10-ia-00180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,SN3600 112stg 250HP VGSA  ,323.0,2.0,ORANGE,0.0,S,,,,,,2011-05-16,2010-06-26,2009-08-07,323.0,244.0,2994.0,1187.0,,,pulled
CD-06,4932.0,F,Rent,Baker,FLEX17.5,268.0,132.0,2910.0,29.0,Intake,,,FSB3DB,ZEN E7,Sidetrack,HL6,2020-10-24,2020-12-23,2020-12-23,MDHP,1146.0,OS20D43028E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirty wellbore,Suspect dirty wellbore triggered Motor hi TM,DHP,--------------------------,FLEX17.5 268stg 132HP INTAKE  ,60.0,1.0,RED,213.0,S,No ESP Failure,Other,Plugged By LCM,,"DIFA Finding:
1. Pump UT: Shaft rotation free, housing covered by 1mm thickness scale (reactive to 15% HCl), found LCM material inside stages.
Pump LT: Shaft rotation free, housing covered by 1mm thickness scale (reactive to 15% HCl), found LCM material inside stages.
2. Intake: Shaft rotation free, middle sleeve broken.
3. Protector: Shaft rotation free, dark oil inside top bag-bottom bag-labyrinth-thrust chamber, found LCM material deposit on top bag OD, thrust bearing assembly discolored.
4. Motor: Shaft rotation free, P-P= 5.47/5.47/5.49 Ohm (balance), P-G= 2000/2000/2000 MOhm (balance), discolored oil, housing covered by 1mm thickness scale (reactive to 15% HCl), housing also covered by LCM material, top shaft spline discolored, seal boot softened.
5. Sensor: Good condition.
6. Cable: Found LCM material covered the armor,  P-G= 2000/2000/2000 MOhm (balance).

Note:
1. Based on pulling report, found 12 bad joints on tubing (damaged at pin and box thread).",2020-12-23,2011-05-16,2010-06-26,60.0,323.0,244.0,209.0,,,
CD-06S,4926.0,F,Rent,Baker,FLEX17.5,250.0,132.0,2910.0,29.0,Gas Separator,,,FSB3DB,ZEN E7,PR,FF,2021-10-30,,,,1146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,--------------------------,FLEX17.5 250stg 132HP GS  ,1293.104233,4.0,GREEN,213.0,S,,,,,,,,,,,,,,,
CD-07,4412.0,OLD,,Reda,GN4000,150.0,216.0,2375.0,54.0,BOI,,,BNTBA54,PHX XT150 T0,,,2004-03-25,2005-11-07,2005-11-07,DHP TL,879.0,04-IA-057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,GN4000 150stg 216HP BOI  ,592.0,4.0,GREEN,,S,,,,,,2005-11-07,,,592.0,,,592.0,,,pulled
CD-07,4410.0,OLD,,Reda,GN4000,152.0,216.0,2375.0,54.0,BOI,,,BNTBA54,PHX XT150 T0,,,2005-11-20,2008-09-29,2008-09-29,DHP TL,562.0,05-IA-0324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,GN4000 152stg 216HP BOI  ,1044.0,4.0,GREEN,0.0,S,,,,,,2008-09-29,2005-11-07,,1044.0,592.0,,818.0,,,pulled
CD-07,4421.0,OLD,,Reda,SN3600,114.0,243.0,2475.0,58.7,BOI,,,BNTBA54,PHX XT150 T0,,,2008-12-12,2013-12-26,2013-12-26,MDHP,590.0,08-IA- 00365,,,,,,,,,,X,,,,,,,Pump Shaft Rough Rotation,,,Intake Base Broken,,,,,,,,Protector Chamber Collapsed,,,,,Motor Bad Reading,,,,,,,,Normal wear and tear,,DHP,---Pump Shaft Rough Rotation---Intake Base Broken--------Protector Chamber Collapsed-----Motor bad reading-------,SN3600 114stg 243HP BOI  ,1840.0,4.0,GREEN,0.0,S,,,,,,2013-12-26,2008-09-29,2005-11-07,1840.0,1044.0,592.0,1158.666667,"The pump was pulled due to  Tripped W/Indication U/L At:15:30 hrs Restarted SBHP/T:459#/230F SA:179A With status: 30/0/110F/33A/ No Build up Press  At:16:30 hrs. Manually off due to No Build up Press( Loses Flow),  Temporary SIC Wait next Program. Found Protector shaft Broken and Motor bad reading. A similar size of REDA pump was installed.",Pump Repair ,pulled
CD-07,4391.0,A,,Reda,SN3600,112.0,263.0,1808.0,88.1,Intake,,,BNTBA54,PHX XT150 T0,PR,222,2014-06-09,2016-10-11,2016-10-11,EDHP,685.0,14-IA-00180,79564.94,117422.43,146778.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motor Low Reading,,,,,,,,Normal wear and tear,,DHP,-------------------Motor low reading-------,SN3600 112stg 263HP INTAKE  ,855.0,4.0,GREEN,171.4196058,S,,,,,,2016-10-11,2013-12-26,2008-09-29,855.0,1840.0,1044.0,1246.333333,Found  Motor Low Reading,Pump Repair,pulled
CD-07,4410.0,B,,Powerlift,QN55,124.0,241.0,2376.0,58.0,Intake,,,BNTBA54,PHX XT150 T0,PR,222,2016-10-27,2017-08-11,2017-08-11,EDHP,685.0,16-IA-00274,53803.47,121045.97,121045.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cable At Packer Burn Out,,,Cable at Packer Burn Out,Installation Procedure,,DHP,-----------------------Cable at Packer Burn out---Cable at Packer Burn Out,QN55 124stg 241HP INTAKE  ,288.0,2.0,ORANGE,176.7094453,S,,,,,,2017-08-11,2016-10-11,2013-12-26,288.0,855.0,1840.0,994.3333333,"Found Pump UT and LT S/R Free, Housing Scratched . Tubing Carefully Due to high Dogleg. Protector S/R Free, Upper Chamber Water Inside, Lower Chamber Empty Oil, Housing Scratched. Motor S/R Free, Clean Oil, Housing Scratched. FM: Pump Ut and LT Round Cable Above Packer Blow Out",Pump Repair,pulled
CD-07,4418.0,B,,Powerlift,QN55,124.0,241.0,2376.0,58.0,Intake,,,BNTBA54,PHX XT150 T0,PR,BC,2017-08-29,2020-07-25,2020-07-25,MDHP,685.0,17-IA-00272,62956.5,121159.97,121159.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,QN55 124stg 241HP INTAKE  ,1061.0,4.0,GREEN,176.8758686,S,,,,,,2020-07-25,2017-08-11,2016-10-11,1061.0,288.0,855.0,734.6666667,Found FM: Pump UT dan LT Shaft Rotation Stuck,Pump Repair,pulled
CD-07,4420.0,F,Rent,Baker,FLEX31,192.0,175.0,2110.0,51.0,Intake,,,GSB3DB,ZEN E7,PR,222,2020-11-14,2022-11-19,2023-02-11,MDHP,879.0,OS20D43146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal wear and tear,"SI Nov 16-30. Nov 16 ’20 At 22.14 hrs tripped with blank indication, found power plug penetrator detached. Penetrator replacement",DHP,--------------------------,FLEX31 192stg 175HP INTAKE  ,735.0,4.0,GREEN,153.0,S,Pump,Plugged With Scale,Reservoir Fluids,Scale,"DIFA Finding:
1. Pump UT: Shaft rotation stuck, head/base plugged with scaled 20%-acid soluble, housing scaled on OD (2mm)-acid soluble, coupling scaled-acid soluble, impellers DT washers moderate wear-brittle-missing/UT washers slight wear-brittle-missing, impellers/diffusers plugged with thick layer of scale 20%-acid soluble-moderate thrust wear-slight radial wear.
Pump LT:  Shaft rotation stuck, head plugged with scaled 20%-acid soluble, base plugged with scaled 10%-acid soluble, housing scaled on OD (2mm)-acid soluble, coupling scaled-acid soluble, impellers DT washers moderate wear-brittle-missing/UT washers slight wear-brittle-missing, impellers/diffusers plugged thick layer of scale 20%-acid soluble-moderate thrust wear-slight radial wear.
2. Gas Separator: Shaft rotation stuck, head/base scaled-acid soluble, housing scaled on OD(2mm)-acid soluble, top radial bearings uniform wear-broken, inducer section scaled.
3. Protector: Shaft rotation free, clear oil inside top bag-labyrinth-thrust chamber and dark oil inside bottom chamber, housing scaled on OD (2mm)-acid soluble, up/downthrust bearing/runner negligible wear, bottom bag collapsed.
4. Motor: Shaft rotation free, P-P= 1.4 ohm x 3 (good), P-G= 2000 Mohm x 3 (good), clear oil inside, housing scaled on OD (3mm)-acid soluble, rotor washer were brittle, downthrust bearing/runner negligible wear.
5. Sensor: P-G= 2000 Mohm x 3(good).
6. Cable: P-G/P-P= 2000 Mohm x 3 (good), armor corroded (galvanize type of armor)",2022-11-19,2020-07-25,2017-08-11,735.0,1061.0,288.0,694.6666667,Found FM: Pump UT dan LT Shaft Rotation Stuck,Penetrator Repair,pulled
CD-07,4420.0,F,Rent,Baker,FLEX47,71.0,327.0,2457.0,68.0,,,,,,PR,,2024-01-11,,,,879.0,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,--------------------------,FLEX47 71stg 327HP   ,490.1042333,4.0,GREEN,,S,,,,,,,,,,,,,,,
CD-08,,OLD,,Other,RA16,164.0,90.0,,,,,,BNTBA54,PHX XT150 T0,,,2001-07-04,2004-10-29,2004-10-29,MDHP,,Blank 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,RA16 164stg 90HP   ,1213.0,4.0,GREEN,,S,,,,,,2004-10-29,,,1213.0,,,1213.0,,,pulled
CD-08,5050.0,OLD,,Reda,DN1750,239.0,120.0,876.0,87.0,BOI,,,BNTBA54,PHX XT150 T0,,,2004-11-23,2008-12-11,2008-12-11,MDHP,,04-8164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,DN1750 239stg 120HP BOI  ,1479.0,4.0,GREEN,,S,,,,,,2008-12-11,2004-10-29,,1479.0,1213.0,,1346.0,,,pulled
CD-08,4865.0,OLD,,Reda,DN1750,206.0,120.0,950.0,79.5,VGSA,,,BNTBA54,PHX XT150 T0,,,2008-12-26,2013-07-29,2016-05-22,EDHP,516.0,08-0656,,,,,,,,,,,,,,,,Pump Housing Parted,Pump Shaft Rough Rotation,,,,,,,,,,,,,,,,,,,,,,,ESP parted while POOH,,,DHP,--Pump Housing Parted-Pump Shaft Rough Rotation-----------------------ESP parted while POOH,DN1750 206stg 120HP VGSA  ,1676.0,4.0,GREEN,0.0,S,,,,,,2013-07-29,2008-12-11,2004-10-29,1676.0,1479.0,1213.0,1456.0,"The Pump was pulled out due to tripped w/indication OL, CUB, LO, STALL, Short CCT, Cable reading at pigtail  : P1 - P2 : 3.2 Ohms, P1 - P3 : 3.4 Ohms, P2 - P3 : 3.5 Ohms. P1 - G : 30 Ohms, P2 - G : 32 Ohms, P3 - G : 35 Ohms. Confirmed EDHP, R/L: 1,675 days Found Motor ST Low Reading. First Installation of Powerlift pump was installed.",Pump Repair,pulled
CD-08,4870.0,B,,Powerlift,Q32,198.0,177.0,1980.0,51.0,Intake,,,BNTBA54,PHX XT150 T0,PR,225,2013-11-16,2015-01-06,2015-01-06,EDHP,516.0,13-IA-00375,50955.0,124752.5,124752.5,,,,,,,X,,,,,,,,,,,,,,,,,,Protector Chamber Collapsed,,,,,Motor Low Reading,,,,,,,,,,DHP,--------------Protector Chamber Collapsed-----Motor low reading-------,Q32 198stg 177HP INTAKE  ,416.0,3.0,YELLOW,241.7684109,S,,,,,,2015-01-06,2013-07-29,2008-12-11,416.0,1676.0,1479.0,1190.333333,Found Motor Low Reading,Pump Repair + New Completion Fluid,pulled
CD-08,4865.0,B,,Powerlift,QN30,128.0,225.0,2220.0,58.0,Intake,,,BNTBA54,PHX XT150 T0,PR,222,2017-01-02,2022-06-05,2022-06-07,EDHP,516.0,16-IA-00327,48294.39,122020.64,122020.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,QN30 128stg 225HP INTAKE  ,1980.0,4.0,GREEN,236.4741085,S,Main Cable,Short Circuit,Normal Wear And Tear,,"DIFA Finding:
1. Pump UT: Shaft rotation free, head-base  blistered paint, coupling acid soluble, DT washer moderate worn, UT washer missing, diffuser/impeller erroded-corroded-acid soluble-thrust and radial moderate worn.
Pump LT: Shaft rotation free, housing erroded-corroded and has holes, and blistered paint, coupling acid soluble,  impeller DT washer moderate worn, Impeller UT washer missing, impeller/diffuser severely erroded-corroded with thrust and radial moderate worn, there are holes on diffusers.
2. Intake: Shaft rotation free, bottom radial bearing uniform worn.
3. Protector: Shaft rotation free,top-bottom bag/labyrinth-thrust chamber contains water inside, top-bottom bag collapsed and ruptured, lower bag/thrust chamber mechanical seal bellow broken and leaks, shaft uniform radial worn(half ring position)
4. Motor: Shaft rotation free, P-P= 1.05/1.08/1.06 Ohm (Failed), P-G= 2000 MOhm (Good), contains clear and free of  water, head bushing one-sided radial wear, housing corroded-scalled on OD-acid soluble-scarred axially, shaft scored,  downtrust bearing and runner moderate worn, pothead damaged/O-ring harden.
5. Sensor: P-G= 10000/1000/1000 Mohm (Failed)
6. Cable: Normal condition, P-P= 1.135/1.135/1.134 Ohm (Good), P-G= 2000/2000/2000 MOhm (Good).

DDR: 
Main cable low reading below tubing hanger, the rest of the main cable were in good condition",2022-06-05,2015-01-06,2013-07-29,1980.0,416.0,1676.0,1357.333333,"FOUND:VISUAL CHECK TBG IN GOOD CONDITION.  PUMP UT : QN30 ARC, 59 STGS, SHAFT ROTATION FREE, HOUSING BLISTERED PAINT- PUMP LT : QN30 ARC, 69 STGS, SHAFT ROTATION FREE, HOUSING BLISTERED PAINT, FOUND HOUSING PERFORATED.  INTAKE : NI-AR-CCR-N, SHAFT ROTATION FREE, HOUSEING BLISTERED PAINT
- PROTECTOR : NPBPBSLST,SHAFT ROTATION FREE, UPPER CHAMBER WATER INSIDE, MIDDLE CHAMBER EMPTY OIL, LOWER CHAMBER .  MOTOR : EMPHST, 225 HP/ 2200 V/ 58 A, SHAFT ROTATION FREE, CLEAN OIL INSIDE, HOUSING STRECHED. READING = P-P : 1,1 OHM (BAL); P-G : 500 MOHM (BLC).- SENSOR : PHOENIX XT-0, NORMAL CONDITION. ENTRY GUIDE : NORMAL CONDITION. R/C : NORMAL CONDITION, P-P : 1.7 OHM (BAL ) P-G:500 MOHM ( BAL ). FAILURE MODE : CABLE BELOW HANGER LOW READING.",Pump Repair,pulled
